Nennen Sie 4 Punkte Zum Beförderungspflicht und Vertrag?,"Beförderungspflicht besteht nicht, wenn Sicherheit und Ordnung des Betriebes nicht gewährleistet ist",Beförderungsvertrag entsteht wenn die Zeit festgelegt wird,Beförderungsvertrag wir zwischen Unternehmen und Kunden abgeschlossen,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Nennen Sie vier Formen für Gelegenheitsverkehr?,Ausflug Fahrten,Mietwagen Verkehr,Taxi Verkehr,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,Ferienziel reisen,50 kg,Besetztfahrten
Was wird in der Taxiordnung geregelt?,Vorauszahlung auf die Zinsen,Umfang der Betriebspflicht,Ordnung von Taxiständen,Fahr und Funkbetrieb,Bereithalten von Taxen in Sonderfällen,Kranken und Beförderungsfahrten,Annahme und Ausführung von Fahraufträgen,Spesen
Was wird in der PBefG (Personalbeförderungsgesetz) geregelt,BOKraft— (Betriebsordnung der Kraftfahrzeug,FOV— (Freistellungsverordnung),TTO— (taxi Tarif Ordnung),TO— (Taxi Ordnung),PBZugV — (Berufszugangs Ordnung,Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Wenn sie gegen Regeln Straßenverkehr verstoßen- welche Verstöße werden Verkehrs zentralregister dann registriert,Straftaten - Bußgelder auf 60 € - Fahrverbote - Entzug der vor Erlaubnis,"Anlegen und führen von Lohnkosten, Lohnbuch",10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Wie lange würde längstens ein Fahrverbot dauern?,Sozialversicherungsbeitragstabelle,Max 6 Stunden,3 Monate,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Welche Vorkommnisse müssen der Genehmigungsbehörde gemeldet werden?,Vorauszahlung auf die Zinsen,"Vorkommnisse, die ein öffentliches Aufsehen erregen; Unfälle, bei denen ein Mensch getötet oder schwer verletzt wurde; Betriebsstörungen durch z.B. Streiks, Funkausfall etc",—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Wie haben sich der Fahrer und der Unternehmer zu verhalten- wenn während der Schicht der Taxameter ausfällt?,Fahrgast muss informiert werden dass die restliche Strecke pro Kilometer ausgerecht wird und Unternehmer muss auch informiert werden,Stille Reserve ist der unterschied zwischen den Zeit und Restwert eines Anlageguts,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Dürfen Tiere Hunde auf den Sitzen transportiert werden?,Ermittlung der Zahllast und Traglast,"Nein, nur im Fußraum oder in einem geeigneten Transportbehälter",10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Für welche Schäden und in welcher Höhe kann ein Taxi oder ein Mietwagenunternehmer die Haftung begrenzen und ausschließen?,"Sachschäden: ja, über 1000 € Personenschäden: nein",Max 6 Stunden,Die Sicherheit und Leistungsfähigkeit des Betriebes muss gegeben sein,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Unter welchen Voraussetzungen darf ein Mietwagen Unternehmer einen Fahrauftrag annehmen (Auftragseingang)?,Die Aufträge müssen an seinen Betriebssitz oder in seine Wohnung eingehen,Max 6 Stunden,Die Sicherheit und Leistungsfähigkeit des Betriebes muss gegeben sein,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Wer erlässt die Tarif Ordnung?,Vorauszahlung auf die Zinsen,Taxi Schild muss entfernt werden,Untere Verkehrsbehörde,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
In welchen Rechtsvorschriften ist die Beförderung mit Taxen und Mietwagen geregelt?,"STVZO , BOKraft, Personenbeförderungsgesetz Taxitarifordnung und Taxi Ordnung",Stille Reserve ist der unterschied zwischen den Zeit und Restwert eines Anlageguts,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Im Bereich der kaufmännischen und finanziellen Verwaltung ihres Unternehmens werden Sie mit dem Begriff Eigentumsvorbehalt konfrontiert. Welchem Zweck dient ein Eigentumsvorbehal?,"bei Finanzierung der Verkäufer bleibt so lange Eigentümer verkaufter Sache, bis der Käufer diese vollständig bezahlt hat.",Anlegen und führen von Lohnkosten, Lohnbuch,10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
In welchen Fällen wird in der Regel ein Eigentumsvorbehalt vereinbart?,Sozialversicherungsbeitragstabelle,Max 6 Stunden,Finanzierung,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
1 - Ein Antragsteller bemüht sich um eine Taxigenehmigung. Fachliche Eignung- Zuverlässigkeit und finanzielle Leistungsfähigkeit sind nachgewiesen. Der Behörde liegt eine Warteliste vor. Welche Gründe können dazu führen- dass dieser Bewerber nachrangig behandelt wird? Nennen Sie drei. (IHK-Prüfung 2018),Polizeiliche Führungszeugnis,Unbedenklichkeit von Finanzamt und Kranken Kasse und Stadtkämmerer und BG,Eigenkapital - bzw. Rücklagennachweis,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Innerhalb welcher Frist ist grundsätzlich der Beginn einer Sozialversicherung pflichtigen Beschäftigung an die Datenstelle der Träger der Rentenversicherung zu melden?,Taxi Genehmigung der deutschen Genehmigungsbehörde,"des Landes (LVA), die Bundesversicherungsanstalt für Angestellte.",Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Was versteht man bei einem Kreditgeschäft unter einem Disagio.,Ermittlung der Zahllast und Traglast,"Anlegen und führen von Lohnkosten, Lohnbuch",10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Abgeld von der Kreditsumme. Der Kreditbetrag wird um das Disagio gekürzt ausbezahlt,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Welches Dokument erlaubt ihnen- grenzüberschreitende Fahraufträge durchzuführen?,Grüne Karte,Internationale,Personalausweis,Führerschein,Fahrzeugschein,Fahrzeugbrief,50 kg,Besetztfahrten
Unter welcher Voraussetzung ist eine zollrechtliche Kontrolle an den Binnengrenzen der EU noch zulässig?,Einreise Kontrolle,Taxi Schild muss entfernt werden,—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Welches Vorhaben in Bezug auf ihre Betriebsführung bedarf einer Genehmigung seitens der Genehmigungsbehörden? (IHK-Prüfung 2019),Erweiterung des Unternehmens,Stille Reserve ist der unterschied zwischen den Zeit und Restwert eines Anlageguts,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Nennen Sie drei Dokumente- die der Mietwagenfahrer (neben Führerschein und Zulassungsbescheinigung Teil I) während des Einsatzes mit sich fuhren muss!,Fahrerlaubnis zur Fahrgast Beförderung,Fahrzeugschein - Personal Ausweis,10 Jahre,"Fahrpreisliste, geltende Taxi- und Tarifverordnung",Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"Die Verjährung beginnt mit dem Ende des Jahres, in dem der Anspruch entstanden ist",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
was stellt- finanzbuchhaltungstechnisch betrachtet- die von ihnen ... Kunden in Rechnung gestellte Umsatzsteuer gegenüber dem Finanzamt dar?,Sozialversicherungsbeitragstabelle,Max 6 Stunden,Umsatzsteuer,Taxi Tarif Ordnung,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
was stellt- finanzbuchhaltungstechnisch betrachtet- die Vorsteuer- die von Lieferanten ihrem Unternehmer in Rechnung stellt (z. Reifentarif)- gegenüber dem Finanzamt dar?,Vorsteuer,Taxi Schild muss entfernt werden,—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Ihr Fahrer übergibt Ihnen die Einnahme einer Schicht. Nach Abzug der enthaltenen Mehrwertsteuer verbleibt ein Betrag von 130.00 € bei 210 gefahrenen km. a) Errechnen Sie den Kostendeckungsüberschuss bzw. die Unterdeckung für diese Schicht bei 0-67 € Kosten /km (Stellen Sie den Rechenweg dar). b) Durch welche Maßnahmen können Sie zukünftig versuchen- die Kostendeckungssituation zu verbessern? Nennen Sie zwei Beispiele,Funkgeräte benutzen und Kilometer sparen - mit GPS fahren,"210 × 0,67 = 140,70 € ist Geld Verlust",Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,"Sich so verhalten dass kein anderer gefährdet, geschädigt behindert oder belästigt wird",Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
Ein Pkw ist mit vier Reifen zu einem Stückpreis von netto 104 € bereift. Die z... erwartende Laufleistung liegt bei 65.000 km. Berechnen Sie Reifenkosten pro Kilometer in Cent.,Ermittlung der Zahllast und Traglast,"Anlegen und führen von Lohnkosten, Lohnbuch",10 Jahre,Das Skonto ist ein prozentualer Nachlass vom Kaufpreis,Ansprüche aus einem Beförderungsvertrag verjähren nach 3 Jahre,"104 × 4 = 416 416 ÷ 65000 = 0,0064 0,0064 × 100= 0,64 Cent pro Km",Nur an Bushaltestellen,—Lohnsteuerkarte des Arbeitnehmers
Die Genehmigungsbehörde steht einer Sondervereinbarung für das Beförderungsentgelt positiv gegenüber. Nennen Sie vier Kriterien- die eingehalten werden müssen- damit die Vereinbarung zulässig wird,Die Nachfrage nach Beförderungsauftragen im Taxiverkehr,Die Taxendichte,Die Entwicklung der Ertrags- und Kostenlage der Unternehmen unter Einbeziehung der Einsatzzeit,Die Anzahl und Ursachen der Geschäftsaufgaben.,Politische und religiöse Werbung Ist an Taxen unzulässig,nein,50 kg,Besetztfahrten
Mit der Dialyseklinik vereinbaren Sie- regelmäßig Blutkonserven In ein 5 km entferntes Krankenhaus innerhalb Ihrer Betriebssitzgemeinde zu bringen. a) Hierfür nutzen Sie eines der Taxis. Welcher Umsatzsteuersatz ist für die Beförderungsleistung anzusetzen? b) Begründen Sie Ihre Antwort,19%,Transport ohne Fahrgast hat 19% Steuersatz,—Bilaterale Abkommen,Mautgebühren,Tunnelgebühren,Übernachtungskosten,höre Kraftstoffpreise,Spesen
Bei welcher Institution müssen Sie die Aushilfskraft sozialversicherungsrechtlich anmelden?,Taxi Genehmigung der deutschen Genehmigungsbehörde,Stille Reserve ist der unterschied zwischen den Zeit und Restwert eines Anlageguts,Ja,Ständige Vorsicht und gegenseitige Rücksichtnahme,Bundes Knappschaft,Nach dem Bruttoverdienst,Der Halter,Addition alle Ausgaben
